attr,sinc,intel,fun,like,int_corr,amb,samerace,exphappy,prob
4.0,1.0,4.0,1.0,1.0,0.3,10.0,0,4.0,3.0
8.0,8.0,8.0,6.0,7.0,-0.12,8.0,0,7.0,7.0
8.0,7.0,7.0,6.0,5.0,0.44,6.0,0,3.0,5.0
5.0,9.0,8.0,5.0,7.0,0.11,7.0,0,6.0,7.0
4.0,9.0,10.0,6.0,3.0,0.32,9.0,0,9.0,2.0
2.0,6.0,7.0,1.0,2.0,-0.02,7.0,1,7.0,3.0
6.0,8.0,8.0,8.0,7.0,0.38,7.0,0,8.0,6.0
7.0,7.0,7.0,6.0,7.0,-0.24,6.0,0,8.0,6.0
6.0,10.0,8.0,7.0,8.0,0.18,8.0,1,5.0,6.0
4.0,5.0,5.0,4.0,5.0,-0.05,5.0,0,5.0,4.0
7.0,6.0,7.0,8.0,7.0,0.59,7.0,0,3.0,5.0
8.0,10.0,9.0,10.0,8.0,-0.11,7.0,0,8.0,8.0
5.0,8.0,8.0,8.0,7.0,0.39,8.0,0,6.0,7.0
8.0,8.0,8.0,8.0,7.0,-0.06,7.0,0,7.0,6.0
10.0,10.0,10.0,9.0,8.0,0.46,5.0,0,2.0,10.0
6.0,8.0,6.0,7.0,6.0,0.3,7.0,1,6.0,6.0
7.0,7.0,8.0,7.0,8.0,0.31,7.0,0,7.0,7.0
7.0,10.0,9.0,5.0,4.0,0.32,8.0,1,6.0,3.0
6.0,7.0,8.0,7.0,8.0,0.46,8.0,0,3.0,6.0
9.0,9.0,8.0,8.0,6.0,0.24,9.0,0,5.0,5.0
6.0,5.0,6.0,4.0,6.0,0.06,4.0,0,2.0,4.0
6.0,7.0,8.0,5.0,6.0,0.05,7.0,1,6.0,6.0
7.0,8.0,7.0,8.0,6.0,0.4,8.0,0,3.0,8.0
5.0,7.0,8.0,6.0,6.0,0.0,7.0,0,2.0,6.0
6.0,6.0,5.0,9.0,5.0,0.25,5.0,1,5.0,5.0
4.0,9.0,8.0,4.0,5.0,0.07,7.0,0,7.0,8.0
5.0,6.0,10.0,8.0,7.0,0.35,7.0,0,6.0,4.0
5.0,10.0,10.0,9.0,8.0,0.54,9.0,0,5.0,5.0
4.0,6.0,5.0,5.0,6.0,0.12,5.0,1,5.0,5.0
9.0,8.0,10.0,8.0,9.0,-0.02,10.0,1,4.0,8.0
5.0,8.0,8.0,8.0,7.0,0.53,7.0,1,5.0,5.0
4.0,8.0,9.0,8.0,5.0,0.0,9.0,1,5.0,2.0
6.0,8.0,7.0,7.0,7.0,0.01,6.0,1,4.0,9.0
6.0,9.0,8.0,6.0,7.0,-0.02,8.0,1,6.0,9.0
2.0,3.0,4.0,2.0,4.0,-0.27,6.0,1,5.0,3.0
6.0,8.0,8.0,4.0,7.0,-0.42,7.0,0,5.0,4.0
6.0,6.0,6.0,5.0,5.0,-0.11,5.0,0,6.0,7.0
6.0,8.0,9.0,9.0,7.0,0.0,6.0,1,3.0,5.0
7.0,9.0,10.0,9.0,7.0,0.33,9.0,0,5.0,6.0
8.0,8.0,9.0,9.0,8.0,0.01,8.0,1,7.0,8.0
7.0,7.0,7.0,7.0,5.0,0.18,7.0,0,3.0,4.0
5.0,10.0,9.0,6.0,7.0,0.61,9.0,0,5.0,6.0
5.0,9.0,9.0,5.0,6.0,0.15,9.0,1,1.0,6.0
3.0,7.0,5.0,3.0,2.0,0.44,5.0,0,3.0,2.0
7.0,10.0,10.0,8.0,6.0,0.35,10.0,1,8.0,10.0
9.0,9.0,10.0,10.0,10.0,0.73,9.0,0,5.0,9.0
8.0,10.0,10.0,8.0,8.0,0.77,7.0,1,9.0,9.0
1.0,6.0,7.0,6.0,2.0,-0.16,4.0,0,5.0,3.0
5.0,8.0,7.0,6.0,6.0,0.75,6.0,1,3.0,3.0
5.0,5.0,6.0,7.0,5.0,-0.28,7.0,0,4.0,6.0
10.0,7.0,5.0,5.0,7.0,0.54,5.0,1,7.0,4.0
5.0,5.0,6.0,2.0,3.0,0.08,9.0,1,5.0,4.0
5.0,8.0,8.0,7.0,7.0,0.19,7.0,1,4.0,8.0
5.0,5.0,5.0,5.0,7.0,0.51,5.0,0,5.0,7.0
5.0,8.0,8.0,7.0,7.0,0.26,7.0,0,5.0,2.0
4.0,3.0,6.0,7.0,5.0,0.52,5.0,1,4.0,7.0
10.0,9.0,8.0,8.0,8.0,0.54,8.0,0,7.0,5.0
8.0,10.0,10.0,8.0,8.0,0.65,10.0,1,5.0,6.0
7.0,6.0,6.0,6.0,6.0,0.26,6.0,1,4.0,5.0
5.0,8.0,8.0,9.0,7.0,0.65,8.0,1,2.0,7.0
7.0,9.0,8.0,8.0,7.0,-0.19,8.0,0,5.0,7.0
5.0,9.0,9.0,6.0,5.0,0.33,7.0,0,5.0,6.0
2.0,2.0,9.0,2.0,2.0,0.27,7.0,0,9.0,1.0
5.0,6.0,7.0,7.0,6.0,0.21,6.0,0,3.0,6.0
8.0,8.0,7.0,7.0,7.0,0.19,7.0,0,2.0,5.0
6.0,7.0,7.0,4.0,6.0,-0.05,6.0,1,7.0,5.0
8.0,6.0,8.0,7.0,7.0,0.12,8.0,0,4.0,5.0
7.0,7.0,7.0,7.0,6.0,0.45,6.0,0,7.0,5.0
5.0,9.0,10.0,8.0,8.0,-0.08,10.0,0,6.0,8.0
7.0,9.0,9.0,8.0,8.0,0.46,2.0,0,4.0,8.0
4.0,8.0,8.0,8.0,6.0,0.16,6.0,0,3.0,3.0
6.0,10.0,10.0,8.0,6.0,0.45,8.0,0,4.0,2.0
7.0,6.0,7.0,6.0,5.0,0.48,8.0,0,2.0,4.0
8.0,6.0,7.0,7.0,5.0,0.04,7.0,0,6.0,4.0
4.0,5.0,5.0,5.0,3.0,-0.23,8.0,0,6.0,1.0
7.0,6.0,7.0,8.0,6.0,-0.18,6.0,0,6.0,5.0
6.0,9.0,8.0,5.0,7.0,0.07,6.0,0,2.0,7.0
5.0,7.0,7.0,7.0,7.0,-0.15,7.0,1,7.0,8.0
8.0,7.0,8.0,5.0,5.0,0.2,8.0,1,5.0,3.0
10.0,9.0,9.0,8.0,7.0,-0.13,7.0,0,5.0,7.0
5.0,7.0,7.0,7.0,5.0,0.29,7.0,0,3.0,2.0
6.0,6.0,6.0,6.0,5.0,0.52,6.0,1,2.0,5.0
7.0,8.0,8.0,8.0,8.0,0.1,7.0,0,4.0,7.0
10.0,9.0,8.0,8.0,8.0,-0.04,7.0,0,5.0,9.0
6.0,9.0,9.0,7.0,7.0,0.28,9.0,0,7.0,6.0
8.0,7.0,8.0,7.0,8.0,0.5,5.0,0,10.0,1.0
4.0,8.0,7.0,8.0,2.0,-0.36,7.0,1,6.0,9.0
3.0,7.0,6.0,4.0,3.0,0.05,6.0,0,3.0,4.0
8.0,7.0,7.0,7.0,8.0,0.23,7.0,0,9.0,7.0
10.0,10.0,10.0,10.0,10.0,0.17,10.0,1,7.0,1.0
10.0,9.0,10.0,10.0,9.0,0.76,10.0,1,7.0,2.0
8.0,6.0,6.0,8.0,5.0,-0.21,9.0,0,7.0,5.0
2.0,6.0,2.0,3.0,2.0,0.26,2.0,0,3.0,5.0
5.0,7.0,10.0,5.0,5.0,0.61,7.0,0,5.0,5.0
4.0,6.0,8.0,6.0,4.0,0.53,6.0,0,10.0,8.0
6.0,7.0,7.0,5.0,6.0,0.17,6.0,0,5.0,5.0
8.0,8.0,8.0,8.0,8.0,-0.15,10.0,0,7.0,7.0
3.5,5.0,7.5,2.0,4.0,0.29,8.0,1,5.0,8.0
4.0,7.0,7.0,9.0,9.0,-0.27,8.0,0,7.0,10.0
4.0,6.0,7.0,8.0,7.0,0.6,9.0,0,8.0,7.0
8.0,8.0,9.0,8.0,5.0,0.02,8.0,0,6.0,2.0
5.0,8.0,7.0,7.0,6.0,-0.05,7.0,1,2.0,6.0
7.0,7.0,7.0,6.0,6.0,0.39,5.0,0,3.0,5.0
7.0,7.0,8.0,8.0,5.0,-0.2,8.0,1,7.0,5.0
5.0,8.0,7.0,5.0,6.0,-0.24,5.0,0,5.0,5.0
9.0,7.0,7.0,8.0,7.0,0.27,8.0,1,6.0,5.0
5.0,6.0,7.0,6.0,6.0,0.21,6.0,0,5.0,5.0
7.0,7.0,7.0,5.0,6.0,0.26,6.0,0,5.0,5.0
5.0,5.0,6.0,4.0,4.0,0.01,7.0,0,5.0,5.0
4.0,10.0,10.0,7.0,7.0,0.43,10.0,0,7.0,10.0
5.0,3.0,9.0,2.0,4.0,0.3,10.0,1,7.0,4.0
7.0,9.0,9.0,8.0,7.0,0.62,8.0,0,6.0,5.0
6.0,7.0,9.0,6.0,7.0,0.46,9.0,1,5.0,4.0
3.0,5.0,5.0,5.0,5.0,0.25,2.0,0,5.0,1.0
7.0,9.0,9.0,7.0,7.0,-0.2,9.0,0,7.0,1.0
7.0,9.0,7.0,7.0,7.0,-0.46,10.0,0,4.0,3.0
4.0,6.0,7.0,4.0,4.0,0.28,6.0,0,6.0,1.0
10.0,9.0,9.0,8.0,8.0,-0.2,7.0,1,5.0,1.0
6.0,5.0,7.0,5.0,6.0,0.17,6.0,1,8.0,4.0
7.0,8.0,9.0,8.0,5.0,0.47,9.0,0,5.0,5.0
8.0,6.0,7.0,7.0,7.0,0.27,5.0,0,5.0,5.0
5.0,7.0,9.0,9.0,6.0,0.34,8.0,0,7.0,4.0
10.0,8.0,8.0,8.0,9.0,0.32,8.0,0,5.0,5.0
4.0,7.0,8.0,7.0,6.0,-0.01,8.0,0,3.0,9.0
5.0,7.0,6.0,6.0,8.0,0.22,6.0,1,5.0,6.0
3.0,8.0,8.0,4.0,6.0,0.65,8.0,0,4.0,7.0
3.0,8.0,8.0,5.0,7.0,-0.25,7.0,0,6.0,2.0
6.0,6.0,8.0,2.0,5.0,-0.56,4.0,0,6.0,7.0
7.0,8.0,9.0,8.0,7.0,0.35,9.0,0,6.0,7.0
5.0,5.0,5.0,5.0,5.0,0.24,5.0,0,5.0,5.0
8.0,6.0,7.0,3.0,6.0,-0.41,7.0,1,7.0,4.0
4.0,8.0,7.0,5.0,5.0,-0.01,5.0,0,6.0,5.0
4.0,4.0,6.0,7.0,4.0,0.07,5.0,0,7.0,5.0
5.0,6.0,5.0,6.0,3.0,0.49,5.0,0,4.0,7.0
6.0,7.0,7.0,6.0,6.0,0.31,7.0,0,6.0,6.0
6.0,8.0,9.0,6.0,6.0,0.62,10.0,0,4.0,6.0
7.0,3.0,6.0,5.0,7.0,0.41,6.0,0,6.0,2.0
3.0,7.0,6.0,1.0,2.0,0.19,1.0,0,4.0,2.0
5.0,8.0,7.0,5.0,5.0,-0.01,7.0,1,7.0,3.0
3.0,2.0,4.0,5.0,5.0,0.62,7.0,0,9.0,5.0
7.0,8.0,7.0,6.0,7.0,0.0,7.0,1,3.0,7.0
6.0,6.0,7.0,5.0,6.0,0.47,5.0,0,5.0,7.0
6.0,8.0,8.0,5.0,5.0,0.2,8.0,1,1.0,4.0
7.0,8.0,7.0,7.0,7.0,0.12,7.0,0,5.0,5.0
8.0,10.0,10.0,6.0,8.0,0.74,8.0,0,6.0,8.0
5.0,6.0,5.0,5.0,4.0,0.21,5.0,0,6.0,2.0
5.0,10.0,10.0,5.0,6.0,0.15,10.0,0,2.0,6.0
1.0,6.0,6.0,3.0,3.0,-0.13,4.0,1,6.0,5.0
8.0,7.0,8.0,8.0,7.0,0.43,8.0,0,6.0,6.0
9.0,7.0,6.0,6.0,3.0,0.81,6.0,0,7.0,2.0
5.0,8.0,8.0,5.0,4.0,-0.19,5.0,0,5.0,1.0
4.0,7.0,6.0,6.0,3.0,-0.23,7.0,0,4.0,3.0
8.0,9.0,7.0,9.0,9.0,-0.1,10.0,0,8.0,6.0
6.0,8.0,7.0,6.0,7.0,-0.4,5.0,1,7.0,2.0
2.0,4.0,8.0,6.0,5.0,0.18,8.0,0,3.0,3.0
8.0,7.0,9.0,2.0,3.0,0.07,6.0,1,6.0,3.0
5.0,7.0,6.0,5.0,3.0,0.15,5.0,0,4.0,5.0
5.0,4.0,5.0,6.0,5.0,0.4,6.0,1,4.0,7.0
4.0,6.0,5.0,5.0,5.0,0.03,6.0,1,5.0,4.0
4.0,6.0,6.0,5.0,4.0,0.0,6.0,0,2.0,4.0
7.0,8.0,9.0,5.0,7.0,0.36,7.0,1,5.0,2.0
9.0,9.0,9.0,9.0,8.0,0.39,8.0,1,7.0,5.0
5.0,5.0,5.0,3.0,2.0,0.73,7.0,0,6.0,1.0
6.0,8.0,8.0,7.0,6.0,-0.3,7.0,1,6.0,4.0
2.0,2.0,2.0,2.0,2.0,0.29,5.0,1,3.0,1.0
10.0,10.0,10.0,10.0,10.0,0.73,9.0,1,9.0,9.0
4.0,3.0,9.0,3.0,3.0,0.64,8.0,0,5.0,3.0
5.0,5.0,6.0,4.0,4.0,-0.23,6.0,0,2.0,5.0
6.0,4.0,5.0,4.0,4.0,0.64,5.0,0,3.0,5.0
8.0,8.0,8.0,8.0,8.0,0.47,8.0,0,5.0,7.0
8.0,7.0,6.0,10.0,3.0,0.39,7.0,0,5.0,3.0
7.0,8.0,9.0,7.0,8.0,-0.01,8.0,1,7.0,8.0
9.0,9.0,10.0,9.0,8.0,0.54,9.0,1,7.0,5.0
7.0,8.0,9.0,6.0,7.0,0.39,7.0,1,5.0,5.0
9.0,9.0,9.0,8.0,8.0,0.3,8.0,0,6.0,4.0
9.0,9.0,9.0,9.0,9.0,-0.12,9.0,0,6.0,6.0
10.0,7.0,9.0,10.0,10.0,0.06,10.0,1,3.0,9.0
7.0,9.0,8.0,8.0,7.0,0.19,8.0,0,6.0,7.0
9.0,10.0,10.0,10.0,10.0,0.24,9.0,1,9.0,9.0
5.0,5.0,5.0,7.0,7.0,-0.1,5.0,1,3.0,1.0
7.0,7.0,8.0,9.0,8.0,0.01,10.0,0,5.0,8.0
9.0,10.0,10.0,10.0,8.0,0.61,10.0,0,7.0,5.0
2.0,8.0,6.0,2.0,3.0,0.04,3.0,0,5.0,3.0
7.0,8.0,8.0,6.0,3.0,0.51,6.0,0,6.0,3.0
5.0,7.0,7.0,7.0,5.0,0.57,8.0,0,5.0,3.0
5.0,8.0,8.0,6.0,5.0,0.27,7.0,0,5.0,1.0
4.0,5.0,6.0,4.0,4.0,0.15,6.0,0,2.0,5.0
4.0,5.0,9.0,2.0,4.0,0.43,4.0,0,6.0,6.0
8.0,8.0,7.0,8.0,8.0,0.15,9.0,0,7.0,4.0
8.0,8.0,8.0,8.0,8.0,0.13,7.0,0,3.0,7.0
8.0,8.0,9.0,9.0,9.0,0.31,8.0,0,7.0,8.0
5.0,5.0,5.0,5.0,5.0,0.84,5.0,0,6.0,0.0
5.0,6.0,7.0,7.0,6.0,0.41,7.0,1,3.0,4.0
7.0,7.0,8.0,8.0,8.0,0.25,8.0,0,6.0,6.0
6.0,6.0,6.0,5.0,5.0,0.26,4.0,0,5.0,0.0
8.0,8.0,9.0,9.0,8.0,0.11,7.0,0,8.0,5.0
6.0,5.0,8.0,4.0,8.0,0.52,6.0,1,3.0,2.0
6.0,5.0,5.0,5.0,5.0,-0.29,5.0,0,4.0,6.0
7.0,8.0,8.0,6.0,6.0,0.61,6.0,1,3.0,6.0
7.0,8.0,8.0,8.0,7.0,0.53,8.0,1,7.0,9.0
6.0,7.0,7.0,6.0,6.0,0.4,7.0,1,6.0,8.0
6.0,8.0,8.0,6.0,7.0,-0.29,7.0,1,7.0,8.0
6.0,8.0,10.0,8.0,7.0,-0.06,6.0,0,4.0,6.0
9.0,7.0,8.0,8.0,9.0,0.16,7.0,0,9.0,7.0
9.0,10.0,10.0,5.0,9.0,-0.15,7.0,1,2.0,1.0
6.0,8.0,6.0,6.0,5.0,0.37,6.0,1,4.0,10.0
4.0,2.0,5.0,1.0,6.0,-0.09,8.0,0,10.0,8.0
6.0,9.0,9.0,6.0,7.0,-0.13,8.0,1,6.0,5.0
8.0,7.0,7.0,7.0,7.0,0.53,8.0,0,5.0,5.0
6.0,7.0,6.0,4.0,4.0,0.56,4.0,1,5.0,2.0
8.0,9.0,9.0,8.0,8.0,0.18,9.0,1,5.0,7.0
7.0,6.0,9.0,7.0,8.0,0.68,7.0,0,9.0,7.0
6.0,9.0,7.0,6.0,5.0,0.0,7.0,1,5.0,5.0
8.0,7.0,9.0,8.0,7.0,-0.3,8.0,0,2.0,1.0
4.0,4.0,7.0,5.0,5.0,0.36,3.0,1,6.0,5.0
5.0,9.0,9.0,7.0,5.0,-0.06,9.0,0,7.0,8.0
4.0,4.0,2.0,1.0,1.0,-0.36,1.0,1,2.0,1.0
5.0,6.0,8.0,9.0,8.0,-0.15,8.0,1,6.0,5.0
7.0,8.0,7.0,7.0,7.0,-0.02,7.0,1,5.0,5.0
10.0,8.0,8.0,9.0,10.0,0.62,8.0,1,7.0,10.0
6.0,7.0,6.0,7.0,7.0,0.26,7.0,0,7.0,6.0
4.0,5.0,5.0,4.0,6.0,-0.19,4.0,0,7.0,3.0
8.0,9.0,10.0,10.0,10.0,0.13,9.0,0,5.0,10.0
6.0,7.0,7.0,6.0,4.0,-0.27,6.0,1,2.0,5.0
4.0,10.0,9.0,6.0,7.0,0.44,6.0,0,6.0,4.0
5.0,5.0,5.0,5.0,5.0,0.24,5.0,1,6.0,5.0
9.0,9.0,9.0,7.0,9.0,-0.25,8.0,1,5.0,5.0
6.0,8.0,8.0,7.0,7.0,0.35,8.0,1,6.0,5.0
4.0,8.0,7.0,6.0,3.0,0.46,7.0,0,2.0,5.0
5.0,7.0,7.0,4.0,5.0,-0.32,5.0,0,6.0,5.0
8.0,9.0,9.0,9.0,8.0,0.2,9.0,0,6.0,6.0
9.0,8.0,9.0,7.0,8.0,-0.32,10.0,1,8.0,4.0
8.0,7.0,8.0,8.0,7.0,0.79,8.0,0,6.0,4.0
6.0,6.0,7.0,6.0,5.0,0.03,6.0,0,5.0,6.0
3.0,4.0,6.0,5.0,4.0,0.33,6.0,1,8.0,6.0
4.0,6.0,7.0,6.0,5.0,-0.22,6.0,1,6.0,4.0
4.0,7.0,8.0,7.0,4.0,0.23,8.0,0,4.0,3.0
8.0,8.0,8.0,7.0,4.0,0.72,5.0,0,6.0,3.0
5.0,5.0,5.0,5.0,5.0,-0.12,5.0,1,6.0,5.0
6.0,4.0,8.0,3.0,3.0,-0.07,8.0,0,5.0,3.0
3.0,5.0,5.0,5.0,5.0,0.54,5.0,1,5.0,10.0
6.0,8.0,7.0,10.0,8.0,-0.29,7.0,0,4.0,5.0
5.0,9.0,7.0,5.0,7.0,0.72,8.0,1,5.0,6.0
7.0,8.0,8.0,6.0,7.0,-0.57,7.0,0,5.0,8.0
9.0,8.0,7.0,10.0,8.5,-0.32,9.0,0,5.0,9.0
9.0,7.0,9.0,8.0,8.0,-0.14,9.0,1,4.0,7.0
4.0,7.0,7.0,3.0,5.0,0.31,3.0,0,4.0,5.0
1.0,7.0,8.0,9.0,10.0,0.1,10.0,0,6.0,6.0
2.0,4.0,7.0,7.0,2.0,0.35,7.0,0,4.0,7.0
6.0,6.0,6.0,4.0,6.0,0.23,4.0,1,3.0,3.0
6.0,7.0,7.0,6.0,6.0,0.17,5.0,0,6.0,7.0
6.0,7.0,8.0,4.0,4.0,0.64,10.0,1,6.0,4.0
3.0,8.0,8.0,8.0,3.0,0.18,8.0,0,4.0,2.0
7.0,10.0,10.0,10.0,10.0,-0.11,10.0,1,4.0,10.0
8.0,6.0,7.0,7.0,6.0,-0.36,7.0,0,6.0,4.0
7.0,8.0,8.0,8.0,8.0,-0.1,8.0,0,7.0,6.0
5.0,7.0,7.0,6.0,6.0,-0.37,7.0,0,8.0,8.0
6.0,8.0,8.0,6.0,6.0,-0.19,8.0,0,6.0,8.0
5.0,6.0,6.0,5.0,6.0,0.15,5.0,0,7.0,4.0
7.0,8.0,9.0,7.0,8.0,0.06,8.0,0,5.0,6.0
7.0,8.0,7.0,6.0,7.0,0.51,6.0,0,3.0,5.0
6.0,8.0,7.0,8.0,7.0,0.02,9.0,0,5.0,8.0
2.0,10.0,5.0,1.0,1.0,0.2,5.0,1,5.0,1.0
2.0,7.0,6.0,7.0,5.0,0.01,6.0,0,3.0,7.0
8.0,8.0,8.0,8.0,8.0,0.29,7.0,0,6.0,7.0
3.0,10.0,10.0,3.0,3.0,-0.46,10.0,0,5.0,4.0
7.0,8.0,7.0,7.0,7.0,0.47,7.0,1,3.0,7.0
4.0,7.0,9.0,4.0,6.0,-0.51,3.0,1,4.0,2.0
5.0,9.0,9.0,8.0,8.0,0.64,8.0,1,6.0,8.0
5.0,7.0,7.0,7.0,2.0,0.02,7.0,0,2.0,2.0
7.0,8.0,7.0,7.0,7.0,-0.21,8.0,0,8.0,5.0
8.0,8.0,8.0,8.0,6.0,-0.2,8.0,0,5.0,8.0
8.0,8.0,8.0,7.0,6.0,0.8,8.0,1,5.0,5.0
5.0,7.0,8.0,6.0,6.0,0.37,6.0,0,7.0,6.0
8.0,8.0,8.0,7.0,5.0,-0.01,8.0,0,9.0,5.0
5.0,6.0,7.0,5.0,4.0,-0.37,6.0,1,4.0,5.0
5.0,4.0,8.0,5.0,5.0,0.17,9.0,0,1.0,2.0
7.0,7.0,8.0,8.0,7.0,0.35,6.0,1,5.0,4.0
5.0,6.0,5.0,5.0,2.0,0.43,5.0,1,6.0,3.0
10.0,10.0,10.0,7.0,8.0,0.45,9.0,1,5.0,7.0
6.0,8.0,7.0,6.0,5.0,0.15,9.0,0,1.0,7.0
7.0,7.0,8.0,8.0,7.0,0.55,6.0,1,5.0,6.0
5.0,10.0,8.0,4.0,4.0,0.37,8.0,1,1.0,3.0
6.0,7.0,6.0,6.0,6.0,0.35,5.0,0,5.0,4.0
8.0,9.0,10.0,9.0,8.0,0.72,8.0,1,5.0,9.0
5.0,5.0,7.0,3.0,3.0,0.11,5.0,1,6.0,5.0
2.0,6.0,5.0,2.0,3.0,0.24,3.0,1,4.0,2.0
7.0,7.0,8.0,7.0,6.0,0.02,7.0,0,7.0,5.0
7.0,7.0,10.0,10.0,8.0,0.29,9.0,0,7.0,8.0
5.0,7.0,8.0,8.0,6.0,0.02,8.0,0,3.0,5.0
8.0,6.0,8.0,6.0,7.0,0.1,6.0,1,2.0,6.0
